epoch,epoch_best,dur,loss,rand_train,rand_val,rand_val_best,rand_test
25,19,1.4575366973876953,0.3109247386455536,0.8236625492640047,0.6588806199255388,0.7263477942806145,0.688098667204695
26,19,1.234076738357544,0.2898158133029938,0.7931448463676622,0.6567332541523665,0.7263477942806145,0.6610307821675254
27,19,1.3994805812835693,0.2884537875652313,0.8201539609611532,0.655757015248926,0.7263477942806145,0.6612856689886671
28,19,1.3081390857696533,0.2779631018638611,0.8013564522454305,0.7170622983174323,0.7263477942806145,0.6659883848414969
29,19,1.0335252285003662,0.28306522965431213,0.8111772612833499,0.6991885025277673,0.7263477942806145,0.6718117832730627
30,19,1.2495512962341309,0.27741727232933044,0.8238479003291126,0.6787743854228847,0.7263477942806145,0.681110261024382
31,19,1.1365079879760742,0.2548147439956665,0.8342063408644799,0.6880522064416799,0.7263477942806145,0.7013859998909703
32,19,1.259751796722412,0.24024777114391327,0.8418792134264667,0.6833655290728026,0.7263477942806145,0.679357692064479
33,19,1.2220830917358398,0.2608450949192047,0.8339656965836811,0.6951238237525039,0.7263477942806145,0.6721733873999631
34,19,1.2018964290618896,0.25264546275138855,0.8333754732370002,0.6409355474218053,0.7263477942806145,0.6760873996720179
35,19,1.2846972942352295,0.24760311841964722,0.8351733628104978,0.6203271884758637,0.7263477942806145,0.644414108640431
36,19,1.52034592628479,0.2605549693107605,0.8078694762127573,0.6433026233299131,0.7263477942806145,0.6538456692533595
37,19,1.4728889465332031,0.24180930852890015,0.8383855371329093,0.5933938969982497,0.7263477942806145,0.6839714717889465
38,19,1.208420991897583,0.2383793294429779,0.8429167543749158,0.7186050442721215,0.7263477942806145,0.6530257286408986
39,19,1.1286530494689941,0.23827677965164185,0.8597200157971803,0.6861820123831396,0.7263477942806145,0.6851825957802515
40,19,1.1891679763793945,0.22237087786197662,0.8575345176754787,0.6712482053578153,0.7263477942806145,0.6490918277965236
41,19,1.2014942169189453,0.23942901194095612,0.8159405747670784,0.7168556547091682,0.7263477942806145,0.6850848850205885
42,19,1.0702569484710693,0.21261540055274963,0.8643242239248835,0.6334811624196377,0.7263477942806145,0.666183533099051
43,19,1.0942392349243164,0.2282058149576187,0.8623728098480401,0.6486726500881557,0.7263477942806145,0.6704568585436975
44,19,1.093869686126709,0.22035793960094452,0.8524848680870606,0.6498732895694501,0.7263477942806145,0.678753546745783
45,19,1.0844881534576416,0.20847873389720917,0.8683556996684392,0.6673454992839952,0.7263477942806145,0.6543542280675102
46,19,1.225698471069336,0.21924187242984772,0.8499826597997392,0.6634519493299736,0.7263477942806145,0.6653459133491326
47,19,1.2757978439331055,0.2166222631931305,0.859235215623413,0.6674150522949829,0.7263477942806145,0.6701016894286116
48,19,1.0521390438079834,0.18932074308395386,0.8681664244766177,0.7017337786081604,0.7263477942806145,0.6528286362350035
49,19,1.221526861190796,0.21518251299858093,0.8305557854322609,0.6387527478422732,0.7263477942806145,0.6542821536464196
50,19,1.3060920238494873,0.2209772914648056,0.8595568640342812,0.6680654788252723,0.7263477942806145,0.6464299423886216
51,19,1.0966708660125732,0.20782962441444397,0.8575089700211207,0.6598057142248792,0.7263477942806145,0.6401236830036052
52,19,1.0532400608062744,0.2157975435256958,0.8468376561051626,0.6525025583470787,0.7263477942806145,0.6426888578687289
53,19,1.2329862117767334,0.20661614835262299,0.8559626393600812,0.6253223547526955,0.7263477942806145,0.6486427710827779
54,19,1.439424753189087,0.2093752920627594,0.8756458871085337,0.6704834612163343,0.7263477942806145,0.6628837940017955
55,19,1.3168721199035645,0.22410595417022705,0.841829039383914,0.644544465750512,0.7263477942806145,0.6747825818978258
56,19,1.6483097076416016,0.20619449019432068,0.8698929055705896,0.6603238373751499,0.7263477942806145,0.6938768128279622
57,19,1.617037296295166,0.1962587684392929,0.8648050770592405,0.6498947585904108,0.7263477942806145,0.6856106442650042
58,19,1.3222861289978027,0.21628502011299133,0.8533335622562921,0.7113024190805042,0.7263477942806145,0.6784902224813176
59,19,1.3140695095062256,0.16888652741909027,0.882455039963813,0.6494903128310456,0.7263477942806145,0.6729621403307057
60,19,1.1611182689666748,0.20297859609127045,0.8526136198667635,0.63624551944371,0.7263477942806145,0.6465294163759685
61,19,1.0313856601715088,0.18685345351696014,0.8575497786321025,0.6505830254736751,0.7263477942806145,0.6615336494860674
62,19,1.0298538208007812,0.20680108666419983,0.8507874273707234,0.6082632359798902,0.7263477942806145,0.6398223804286178
63,19,1.1109230518341064,0.19916048645973206,0.8341907294417444,0.6674004501979561,0.7263477942806145,0.6219469215275764
64,19,1.1195735931396484,0.18530765175819397,0.8727510942918278,0.6648584648740571,0.7263477942806145,0.6487770630917102
65,19,1.2363991737365723,0.1845436841249466,0.8887249825113787,0.7223734703750062,0.7263477942806145,0.6723873818863512
66,19,1.1312272548675537,0.1993224024772644,0.8680027484441735,0.6953390814119429,0.7263477942806145,0.6830250599434454
67,19,1.1609156131744385,0.18973585963249207,0.8738453850165514,0.5934081299644917,0.7263477942806145,0.651374848882241
68,19,1.2369256019592285,0.17561504244804382,0.8748176614441753,0.6992363107262712,0.7263477942806145,0.6728855878903918
69,19,0.963376522064209,0.17786820232868195,0.8685774418764451,0.6447919690659459,0.7263477942806145,0.6426521124876942
70,19,1.0878326892852783,0.1733975112438202,0.8662962963174048,0.6558065468899584,0.7263477942806145,0.6753384968741729
71,19,1.4239022731781006,0.1821407973766327,0.8990329977331822,0.6903723996896282,0.7263477942806145,0.6840781957708644
72,19,1.3595540523529053,0.18476146459579468,0.8640702559439521,0.6732903372600432,0.7263477942806145,0.6525691422895379
73,19,1.6564676761627197,0.2133391946554184,0.8573259958172157,0.6535476256698932,0.7263477942806145,0.6122034522168204
74,19,1.3958756923675537,0.1861877739429474,0.8675780641585737,0.5840712911703759,0.7263477942806145,0.6398389860611681
75,19,1.5032320022583008,0.206769660115242,0.8678690997852376,0.6229293714388551,0.7263477942806145,0.6283288866205438
76,19,1.246110200881958,0.185153067111969,0.8821645550071371,0.6690621810586167,0.7263477942806145,0.6433007104853684
77,19,1.106109857559204,0.19420266151428223,0.8697691284313417,0.684415772134998,0.7263477942806145,0.6695791810249728
78,19,1.232736349105835,0.1853930503129959,0.8855764143925151,0.6845426703444324,0.7263477942806145,0.6545373889536596
79,19,1.316744327545166,0.19025227427482605,0.868095615744098,0.6900427622180729,0.7263477942806145,0.6367378069349824
80,19,1.042402982711792,0.19284488260746002,0.8603949224306597,0.6990296776598262,0.7263477942806145,0.6530191899030874
81,19,1.2777388095855713,0.17007984220981598,0.8936696994950621,0.6668080017137589,0.7263477942806145,0.6392550014656889
82,19,0.9121959209442139,0.1908837854862213,0.895266122686471,0.6414566637492188,0.7263477942806145,0.645300978138542
83,19,0.8628146648406982,0.17980901896953583,0.8843556255397349,0.6243587882633466,0.7263477942806145,0.6348106905822313
84,19,0.815110445022583,0.18142308294773102,0.8789575677771507,0.6385457472435047,0.7263477942806145,0.6557796818295649
85,19,0.8498270511627197,0.1960200071334839,0.8634604598787716,0.6831912775366674,0.7263477942806145,0.6510911360572597
86,19,0.7510056495666504,0.1755022257566452,0.8901935481672175,0.7003873945859684,0.7263477942806145,0.6348132293694858
87,19,0.792954683303833,0.1979820430278778,0.8667198075382773,0.6502596301951938,0.7263477942806145,0.6361749527355615
88,19,0.7769114971160889,0.18008622527122498,0.8777950055592317,0.6799948983835978,0.7263477942806145,0.6803820116581792
89,19,0.7896037101745605,0.20182020962238312,0.852252387741395,0.6894077544008124,0.7263477942806145,0.659307418547887
90,19,0.953071117401123,0.1861678659915924,0.8675990381463835,0.6385084294333685,0.7263477942806145,0.6529855859980754
91,19,0.9232583045959473,0.18912453949451447,0.8555831389539801,0.6016492742027487,0.7263477942806145,0.6296121464158326
92,19,1.0665943622589111,0.1949995756149292,0.8644214791504035,0.6861976111266155,0.7263477942806145,0.6221875849480973
93,19,0.9509239196777344,0.16347694396972656,0.8915464268239621,0.6497371292530503,0.7263477942806145,0.6395676456219371
94,19,0.8778150081634521,0.16971734166145325,0.8873752830402285,0.7071956736244931,0.7263477942806145,0.6415178163528803
95,19,0.9448211193084717,0.1787947714328766,0.8652592847724468,0.642472433821887,0.7263477942806145,0.646755717970972
96,19,0.930755615234375,0.17199380695819855,0.8830310886347039,0.6328826808411768,0.7263477942806145,0.6536946615666087
97,19,0.9157803058624268,0.18237611651420593,0.8699147757109624,0.6842322537363534,0.7263477942806145,0.6650952943538632
98,19,0.9406161308288574,0.18305812776088715,0.8853739578909365,0.6524669441249534,0.7263477942806145,0.6599315699971497
99,19,0.9273786544799805,0.1879415363073349,0.8675421359962984,0.6564751786252039,0.7263477942806145,0.6582989465552841
100,19,0.9919586181640625,0.18240994215011597,0.8868268828941969,0.6751522888454824,0.7263477942806145,0.6697769257151575
101,19,0.8451671600341797,0.17326314747333527,0.8667849164997364,0.6756997239981443,0.7263477942806145,0.6659354169025415
102,19,0.8994379043579102,0.18019451200962067,0.889568517288204,0.6444235584967906,0.7263477942806145,0.6408455559385094
103,19,0.7716171741485596,0.18367718160152435,0.8764025652946712,0.6173974686282226,0.7263477942806145,0.6443274985192036
104,19,0.7657041549682617,0.18606922030448914,0.8607609184691036,0.5861654561857318,0.7263477942806145,0.6549402223333899
105,19,0.7516939640045166,0.19909289479255676,0.8861441048294474,0.6546094882647011,0.7263477942806145,0.6448508399760582
106,19,0.752143383026123,0.17508085072040558,0.8701446668488529,0.6518791319320368,0.7263477942806145,0.650978249747514
107,19,0.7581758499145508,0.17769061028957367,0.8514199222244527,0.6370033489495617,0.7263477942806145,0.6345017607318004
108,19,0.8371620178222656,0.1856502890586853,0.858950129515859,0.6455577821971398,0.7263477942806145,0.6250702780029074
109,19,0.7512269020080566,0.18173983693122864,0.8811577899650719,0.6820703873467684,0.7263477942806145,0.6430311138064582
110,19,0.772150993347168,0.20542530715465546,0.85834233621251,0.6526035413640002,0.7263477942806145,0.6446072554842391
111,19,0.8060352802276611,0.1793016791343689,0.8622492895110164,0.6501285161749415,0.7263477942806145,0.6554154591582371
112,19,0.8018243312835693,0.18485985696315765,0.8712557476126288,0.6684208644736,0.7263477942806145,0.645497789022662
113,19,0.8472588062286377,0.18594315648078918,0.8771144955908688,0.6548821958461291,0.7263477942806145,0.6441728858621848
114,19,0.9602296352386475,0.1876523345708847,0.8506779982474922,0.6382066058803938,0.7263477942806145,0.6095804030244312
115,19,1.003690481185913,0.19283469021320343,0.8564452728906556,0.6458637745171725,0.7263477942806145,0.6515728213206032
116,19,0.9533624649047852,0.17901362478733063,0.8857536331883321,0.6857437598910536,0.7263477942806145,0.6488826148959148
117,19,1.0145976543426514,0.19643566012382507,0.8880703345587415,0.6490541522591624,0.7263477942806145,0.6747589890320945
118,19,0.9294607639312744,0.18871915340423584,0.8495367050648641,0.6308795374087082,0.7263477942806145,0.6512390168686649
119,19,1.1533513069152832,0.19072487950325012,0.8706460444174644,0.6327129663545744,0.7263477942806145,0.6551479881397766
120,19,1.0094444751739502,0.1951472908258438,0.8851895354014124,0.6256844468959408,0.7263477942806145,0.6491245124561142
121,19,0.7654895782470703,0.18863090872764587,0.8583008147421602,0.6249185881130528,0.7263477942806145,0.6329895324495697
122,19,0.6625304222106934,0.17552825808525085,0.8863555116459214,0.6031114092990014,0.7263477942806145,0.6472699638950987
123,19,0.553318977355957,0.16408248245716095,0.8923961343774126,0.651978311354463,0.7263477942806145,0.6436155120070788
124,19,0.5727956295013428,0.17432960867881775,0.8865607809056504,0.6147034856838883,0.7263477942806145,0.6636212272654278
125,19,0.6468775272369385,0.1958383321762085,0.88003478583459,0.6221870106368701,0.7263477942806145,0.6537494356189206
126,19,0.7004642486572266,0.17518121004104614,0.8942048653334694,0.5970720090126082,0.7263477942806145,0.6434650666493743
127,19,0.692671537399292,0.19023434817790985,0.884412444814435,0.6541345843726972,0.7263477942806145,0.6086812699417442
128,19,0.6805257797241211,0.17375047504901886,0.8890510493037431,0.667815126646787,0.7263477942806145,0.6391570080669514
129,19,0.5374009609222412,0.19423584640026093,0.8765519278370268,0.6063807227770247,0.7263477942806145,0.6285722761032847
130,19,0.31837964057922363,0.1955653429031372,0.8825449230097542,0.6383532238571059,0.7263477942806145,0.6190194816098394
131,19,0.29500412940979004,0.16982582211494446,0.9048028868367324,0.6420930023295573,0.7263477942806145,0.6312929873775721
132,19,0.2603878974914551,0.1999635547399521,0.8466353228963169,0.6834240641782469,0.7263477942806145,0.6511811120306441
133,19,0.2631828784942627,0.18847408890724182,0.8765605568817665,0.663298638911129,0.7263477942806145,0.6757511895985662
134,19,0.24393177032470703,0.17904408276081085,0.886575596948076,0.636734655400753,0.7263477942806145,0.6659245826368907
135,19,0.24982762336730957,0.18607862293720245,0.8629451078178754,0.6819197095708519,0.7263477942806145,0.6429118956205745
136,19,0.2795875072479248,0.17109160125255585,0.8933313294201198,0.6838858888847583,0.7263477942806145,0.6526416936733056
137,19,0.26964306831359863,0.1892576962709427,0.8676755465811072,0.6275574704283291,0.7263477942806145,0.6278118769751897
138,19,0.2543833255767822,0.18381059169769287,0.8794324394201776,0.5728128586762368,0.7263477942806145,0.6251638351268722
139,19,0.23004889488220215,0.17975829541683197,0.8655160935361643,0.615444758230831,0.7263477942806145,0.6386596834074099
140,19,0.23003315925598145,0.18013186752796173,0.8840173998578854,0.6281681786012548,0.7263477942806145,0.6357386353942976
141,19,0.25017333030700684,0.19577644765377045,0.8451259021817,0.6431383714113167,0.7263477942806145,0.6646221282194199
142,19,0.23914313316345215,0.17555242776870728,0.8677807941434202,0.6030283348485628,0.7263477942806145,0.6867735500220028
143,19,0.23709869384765625,0.18970276415348053,0.8615800225829128,0.6406273717084663,0.7263477942806145,0.6380855465862246
144,19,0.24315142631530762,0.18460974097251892,0.8764816023623007,0.6071805078425762,0.7263477942806145,0.6492568105287886
145,19,0.23633527755737305,0.18574777245521545,0.8701593511820506,0.6119318914931992,0.7263477942806145,0.6403202206794654
146,19,0.22747087478637695,0.17922961711883545,0.8990628510599981,0.6688675364751901,0.7263477942806145,0.6358008134875409
147,19,0.2285454273223877,0.18599118292331696,0.8799416627459421,0.6137524239852151,0.7263477942806145,0.6410009052376584
148,19,0.22330975532531738,0.17011238634586334,0.8805354065904986,0.6530870788544848,0.7263477942806145,0.6633410698872994
149,19,0.20438694953918457,0.1760289967060089,0.8867974404410471,0.626576832010062,0.7263477942806145,0.6415607792781236
150,19,0.2142925262451172,0.19022436439990997,0.8822250130151064,0.6300477612309665,0.7263477942806145,0.6666961708332556
