time,duration,name,error
2020-01-13 12:59:06.570102,4.742025852203369,conf1-0,
2020-01-13 12:59:08.568471,6.287374258041382,conf1-1,
2020-01-13 12:59:09.334484,2.7487616539001465,conf1-2,
2020-01-13 12:59:21.523892,2.889209270477295,conf1-3,
