,name,save_logs,save_predictions,save_models,zip_models,verbatim,permutation,repetition,learning_rate,weight_decay,net,feature,skip,datetime,split_percentage_train,split_percentage_val,split_percentage_test,loss_function_type,loss_function_nclasses,early_stopping_min,early_stopping_wait,hidden_size,hidden_layers,num_heads,dropout,batchnorm,residual,in_feats,out_feats,Rand-Index_All ,Mutual Information_All ,Variation of Information_All ,Rand-Index_Train,Mutual Information_Train,Variation of Information_Train,Rand-Index_Val,Mutual Information_Val,Variation of Information_Val,Rand-Index_Test,Mutual Information_Test,Variation of Information_Test,radius,sparsemax
10,hyper1-1096,True,True,False,False,False,4,1,0.01,0.0,GAT_Net_fast,keywords,False,2020-01-14 08:37:48,0.32,0.08,0.6,nll,all,50,30,100,2,3.0,0.0,False,False,1433,7,0.7588959407484183,0.7255891081830161,1.0067601991885016,0.9202023487213218,0.901949269285191,0.35348066333808736,0.7390637184102221,0.7426902792800355,0.9028777798849368,0.6802664781132463,0.6572426050063421,1.2571628310330771,,False
11,hyper1-484,True,True,False,False,False,2,1,0.01,0.01,GCN_Net,node_id,False,2020-01-14 04:26:57,0.32,0.08,0.6,nll,all,50,30,50,2,,0.0,False,,2708,7,0.42817884117315114,0.4381019596045581,1.8401449612786203,0.47554344117962954,0.48615679654857213,1.6652942565800901,0.44163108230882653,0.4544589064466602,1.7378809358204967,0.4010441486341947,0.4164211135017477,1.9073429992640314,,
12,hyper1-15,True,True,False,False,False,1,1,0.01,0.0,GCN_Net,node_id,False,2020-01-14 01:15:51,0.32,0.08,0.6,nll,all,50,30,100,2,,0.2,True,,2708,7,0.6222229018441261,0.5848237884792933,1.5153260836312499,0.802755902972378,0.7729947585206812,0.8149979157165017,0.647037778844395,0.6198966151863347,1.2817352891269547,0.5303401696430423,0.5073904387013085,1.802889276648769,,
13,hyper1-374,True,True,False,False,False,2,1,0.01,0.0,GAT_Net_fast,node_id,False,2020-01-14 03:37:06,0.32,0.08,0.6,nll,all,50,30,50,3,1.0,0.2,True,False,2708,7,0.669387567808121,0.6474486399064968,1.2957163119096164,0.8790555103572516,0.8516625430241942,0.5360495279018447,0.5455364526220474,0.5782377727112715,1.4868084624341162,0.5841537881281317,0.5786923196077539,1.5472808641820435,,False
14,hyper1-542,True,True,False,False,False,2,1,0.01,0.01,GAT_Net_fast,node_id,False,2020-01-14 04:44:26,0.32,0.08,0.6,nll,all,50,30,50,3,3.0,0.2,True,False,2708,7,0.6698809267245917,0.6542099155649148,1.2672395375153727,0.8819421115385229,0.8712427270799704,0.4627078466747818,0.6239016448598237,0.6166419584832377,1.3343779764570525,0.5721565813383455,0.5768065637308267,1.5525629528824805,,False
15,hyper1-863,True,True,False,False,False,3,1,0.01,0.01,GAT_Net_fast,node_id,False,2020-01-14 06:58:26,0.32,0.08,0.6,nll,all,50,30,50,3,3.0,0.2,True,True,2708,7,0.7236716400638897,0.6886275248046747,1.1398303140425496,0.9693321473503942,0.965291266343315,0.12561843425241737,0.7106536142714245,0.7106850293585966,1.0293460233067475,0.6116935339815286,0.5809501349404027,1.5253104534586441,,False
16,hyper1-590,True,True,False,False,False,2,1,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-14 05:07:01,0.32,0.08,0.6,nll,all,50,30,50,2,3.0,0.2,True,False,1433,7,0.7606601839788564,0.7254112485158005,1.001216452166545,0.882838724139927,0.8731578452695696,0.45523042970661365,0.7126809396331995,0.6611258384394676,1.1838122565480051,0.7031196229425621,0.6761153595892847,1.1799374529625424,,False
17,hyper1-1219,True,True,False,False,False,4,1,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-14 09:28:37,0.32,0.08,0.6,nll,all,50,30,50,2,1.0,0.0,True,True,1433,7,0.7827959358685253,0.7404253916736049,0.9503895356221115,0.9873538285327224,0.9822454380499445,0.06397184567608383,0.7450896362152777,0.7651387195256077,0.8224741552368804,0.6865911460285498,0.6465713243707979,1.2928841854732074,,False
18,hyper1-161,True,True,False,False,False,1,1,0.01,0.01,GCN_Net,node_id,False,2020-01-14 02:18:37,0.32,0.08,0.6,nll,all,50,30,50,1,,0.0,True,,2708,7,0.5422414025937239,0.5515019338045888,1.6551318744405124,0.6334907564710148,0.6284051894773369,1.3516214472833616,0.5281115948625308,0.5475388117208156,1.5484474350651771,0.4977363762060105,0.5190663434278756,1.7773087966350567,,
19,hyper1-850,True,True,False,False,False,3,1,0.01,0.01,GAT_Net_fast,node_id,False,2020-01-14 06:52:09,0.32,0.08,0.6,nll,all,50,30,50,3,1.0,0.0,True,False,2708,7,0.7190243400008249,0.6769862018453545,1.178907093891464,0.982291444086643,0.9740233591152635,0.09401423297263944,0.7534802625302022,0.7372918431427584,0.9265622127606639,0.5963530969653767,0.5606970813377042,1.5930872988569713,,False
20,hyper1-140,True,True,False,False,False,1,1,0.01,0.0,GAT_Net_fast,keywords,False,2020-01-14 02:07:56,0.32,0.08,0.6,nll,all,50,30,100,2,3.0,0.2,False,False,1433,7,0.7174895421303338,0.6972104581044304,1.1080702390902908,0.8786017217266404,0.8585229805219697,0.5092059918453287,0.7181700649812539,0.7038225888658173,1.003850370843665,0.636101481988227,0.6322817647161098,1.34838547291087,,False
21,hyper1-364,True,True,False,False,False,2,1,0.01,0.0,GAT_Net_fast,node_id,False,2020-01-14 03:33:21,0.32,0.08,0.6,nll,all,50,30,50,2,3.0,0.2,False,False,2708,7,0.6826412414982685,0.6529356489342287,1.2764304160753484,0.9583431897560253,0.9473794260074566,0.18953538174483953,0.6379145562558681,0.6201526929596891,1.32951274585109,0.5580844600917106,0.5528326513488284,1.6480226057799632,,False
22,hyper1-221,True,True,False,False,False,1,1,0.01,0.01,GAT_Net_fast,node_id,False,2020-01-14 02:34:29,0.32,0.08,0.6,nll,all,50,30,50,3,3.0,0.2,False,True,2708,7,0.6950302592715852,0.671998001738558,1.201800913926561,0.970802279390042,0.96565568818141,0.12375139523725842,0.7173360421806404,0.6829774073202072,1.0728572796026512,0.5630472275931043,0.5629540785654762,1.6053585532584194,,False
23,hyper1-724,True,True,False,False,False,3,1,0.01,0.0,GAT_Net_fast,node_id,False,2020-01-14 06:00:35,0.32,0.08,0.6,nll,all,50,30,100,3,1.0,0.2,False,False,2708,7,0.706288411777712,0.6766218888781214,1.181960582614514,0.9293008939092154,0.9154042464230023,0.3049947436631828,0.7202573288611157,0.7168523119759155,1.0075578201949549,0.5999774418627257,0.5781673522500067,1.5332985731921727,,False
24,hyper1-577,True,True,False,False,False,2,1,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-14 05:02:18,0.32,0.08,0.6,nll,all,50,30,50,2,1.0,0.0,False,True,1433,7,0.7684756444367691,0.7321338905775968,0.9788706168826224,0.9905269324343378,0.9851181141737588,0.053572742701569975,0.7005043827382317,0.6585923432597293,1.1889490717246072,0.6678686159145542,0.6481555561491533,1.2847574023474877,,False
