,name,save_logs,save_predictions,save_models,zip_models,verbatim,permutation,repetition,learning_rate,weight_decay,net,feature,skip,datetime,split_percentage_train,split_percentage_val,split_percentage_test,loss_function_type,loss_function_nclasses,early_stopping_min,early_stopping_wait,hidden_size,hidden_layers,num_heads,dropout,batchnorm,residual,in_feats,out_feats,Rand-Index_All ,Mutual Information_All ,Variation of Information_All ,Rand-Index_Train,Mutual Information_Train,Variation of Information_Train,Rand-Index_Val,Mutual Information_Val,Variation of Information_Val,Rand-Index_Test,Mutual Information_Test,Variation of Information_Test,radius
0,opti_keywords-412,True,True,True,True,False,7,3,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 21:47:52,0.32,0.08,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.7681188622973845,0.730716823769615,0.9829732678924374,0.937218514005964,0.9223773245794831,0.280089404680111,0.7823722321497254,0.735073766929779,0.8948400563926819,0.6861002676443952,0.6568397109203059,1.2523083077978363,
1,opti_keywords-145,True,True,True,True,False,3,4,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 19:16:50,0.08,0.02,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.634750152648067,0.612166061770081,1.415035002782214,0.9736380982488625,0.9654710918734662,0.11931277494320192,0.6129983219193614,0.6683355587319237,0.9379130295255242,0.613958746756844,0.58684383941823,1.4954169225657696,
2,opti_keywords-251,True,True,True,True,False,5,4,0.01,0.01,LGNN_Net,keywords,False,2020-01-19 20:16:03,0.04,0.01,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.39456762155626063,0.4635988414633905,1.8504322583013773,0.9789108319600144,0.9794934911186088,0.06494000394672739,0.36269881618127675,0.4019227132408298,1.3118307095083344,0.3803187917728797,0.4542914022213742,1.86836407520351,2.0
3,opti_keywords_gcn-103,True,True,True,True,False,6,4,0.005,0.01,GCN_Net,keywords,False,2020-01-23 14:35:28,0.04,0.01,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.42850849556325715,0.443736512467031,1.9103344835159102,0.9174774647331746,0.9067501016555092,0.29432793471622887,0.41732760665068114,0.49312303253454853,1.136185995957875,0.4081387485266155,0.4247151751709996,1.9826476869980167,
4,opti_keywords-305,True,True,True,True,False,6,2,0.01,0.01,LGNN_Net,keywords,False,2020-01-19 20:47:11,0.04,0.01,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.3487254409620937,0.42136033595301675,1.9011131833502253,0.7176876344993839,0.7846772006009493,0.6592315099232366,0.3852299719283092,0.4955635950975153,1.1074482299215687,0.3224743371868148,0.39844889128166766,1.9849693153529895,2.0
5,opti_keywords-377,True,True,True,True,False,7,1,0.01,0.01,LGNN_Net,keywords,False,2020-01-19 21:28:04,0.08,0.02,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.5247860340864332,0.5461880448641453,1.6004646866582344,0.9493020714321196,0.9488906330875695,0.17015871215560452,0.629694464063908,0.6087460235312668,1.0691777742694102,0.5124883042548217,0.5386886610904204,1.625479554089325,2.0
7,opti_keywords-559,True,True,True,True,False,10,2,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 23:11:59,0.08,0.02,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.592631972274332,0.5994155229706558,1.4681231391526035,1.0,1.0,0.0,0.5274521973693633,0.6026869584937712,1.1800767428809387,0.5722460673108033,0.5838299410230305,1.514314915119364,
9,opti_keywords-520,True,True,True,True,False,9,4,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 22:53:11,0.16,0.04,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.6720737536236064,0.6445180464057565,1.3038552246641446,0.9848706049078773,0.9801828952805519,0.07146549442924188,0.5971383535821627,0.6165392641264116,1.2500370759390682,0.6279786315234503,0.5965886682479116,1.4737321050179775,
11,opti_keywords-203,True,True,True,True,False,4,3,0.01,0.01,LGNN_Net,keywords,False,2020-01-19 19:50:51,0.08,0.02,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.5319659409361748,0.5265261115862845,1.6934945550864104,0.9795964318432187,0.9763234437797745,0.08289034078232316,0.6858658019507963,0.633589906839395,1.0444433513898002,0.5009727063671788,0.49629863921645073,1.7956900705909788,2.0
13,opti_keywords-74,True,True,True,True,False,2,5,0.01,0.01,LGNN_Net,keywords,False,2020-01-19 18:36:32,0.04,0.01,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.4962634677865446,0.49345152911575113,1.8188860096975004,1.0,1.0,0.0,0.8669320443559853,0.8918578485407319,0.2304374555133517,0.4879879452085528,0.48667024275045223,1.839126432279551,2.0
14,opti_keywords-346,True,True,True,True,False,6,1,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 21:12:16,0.32,0.08,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.7546636933631002,0.7143055162168347,1.0444966023328934,0.9436577193684729,0.9239976570805002,0.2716655008410789,0.6911025363712067,0.6572126219082358,1.17408490816275,0.6700192774791311,0.6409551923524626,1.3185329780216066,
18,opti_keywords_lr2-153,True,True,True,True,False,6,1,0.005,0.01,GCN_Net,keywords,False,2020-01-23 13:12:18,0.08,0.02,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.5629104599276137,0.5574650523297252,1.5734497139057395,0.8421166611130858,0.8458154614556227,0.5185202362098482,0.6501025961281114,0.6857471501334373,0.8829437033113177,0.5400976911858042,0.536442502583569,1.6536497173419034,
21,opti_keywords-445,True,True,True,True,False,8,4,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 22:07:47,0.08,0.02,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.5976565108720614,0.5794657104015648,1.541291791792454,0.9914100929761953,0.9882491870308211,0.04059043830498599,0.4789195428359424,0.5239274280740156,1.3572395639316661,0.5563472791494383,0.5450843188690123,1.6622874165900545,
23,opti_keywords-416,True,True,True,True,False,7,4,0.01,0.01,LGNN_Net,keywords,False,2020-01-19 21:53:32,0.32,0.08,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.6487237973355416,0.6464250079675001,1.2622545139058805,0.7396878979820501,0.7544139467727793,0.8684971443778471,0.6330981005682269,0.6521809164782065,1.166289301731736,0.6050517879455195,0.6058990336074275,1.402507545690388,2.0
25,opti_keywords-511,True,True,True,True,False,9,1,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 22:46:01,0.16,0.04,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.6700741960283894,0.6516360375943524,1.2812825099914287,0.9760161439254078,0.9728601253410216,0.09790308233691603,0.6116108072719636,0.6232976364399794,1.2222541118984038,0.620881786849797,0.6022348836230983,1.457576416488099,
26,opti_keywords-352,True,True,True,True,False,6,3,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 21:15:51,0.32,0.08,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.7541543634614281,0.7090883363318513,1.0665957256341532,0.9178448681867113,0.8883024364123078,0.3997512731756099,0.6953800021580814,0.6631655701673788,1.164176038656624,0.6793402517655598,0.6468454913393129,1.300683123052555,
27,opti_keywords_gcn-43,True,True,True,True,False,3,4,0.005,0.01,GCN_Net,keywords,False,2020-01-23 14:12:29,0.04,0.01,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.41932222369311944,0.4271854335039742,1.903589828833045,0.8575284598398726,0.8609916938395107,0.41664309825437984,0.486749594375338,0.523280446030029,0.9898357721568374,0.40093452666338814,0.40806289964892295,1.956681741532562,
28,opti_keywords_lr2-18,True,True,True,True,False,2,1,0.005,0.01,GCN_Net,keywords,False,2020-01-23 11:53:23,0.16,0.04,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.642670823871377,0.6233489822804851,1.361470468496036,0.876020324440748,0.8801988107256536,0.4250726484122116,0.5247804021588377,0.5873213096647364,1.3579299430663374,0.6150562481292133,0.6024379768960896,1.4339217371557256,
29,opti_keywords_gcn-124,True,True,True,True,False,7,5,0.005,0.01,GCN_Net,keywords,False,2020-01-23 14:43:55,0.04,0.01,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.32119894313050856,0.36567194289870397,1.924439559241458,0.6343257409390315,0.6610511664505747,0.9474005249215307,0.2948345908299478,0.38019516429878697,1.4113669532864386,0.3162005619232852,0.36380209508803607,1.9285475159714693,
31,opti_keywords_gcn-1,True,True,True,True,False,1,2,0.005,0.01,GCN_Net,keywords,False,2020-01-23 13:57:58,0.04,0.01,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.4160233443639839,0.42548928104933553,1.99562822450828,0.8610618372303372,0.8512244599565877,0.4787098029872281,0.4841606792945787,0.44869002919769274,1.2293753753305872,0.39159749441432823,0.40846891666348306,2.0628035586134112,
32,opti_keywords-484,True,True,True,True,False,9,2,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 22:30:30,0.04,0.01,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.46658948398417077,0.4926736549491727,1.8635338001650974,1.0,1.0,0.0,0.5413916714127777,0.5953991841927481,0.9220435556488917,0.4433881945348697,0.46779485159347545,1.9490555568570747,
33,opti_keywords-11,True,True,True,True,False,1,4,0.01,0.01,LGNN_Net,keywords,False,2020-01-19 17:58:26,0.04,0.01,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.3498589968097694,0.41558311303114137,2.0351672434725154,0.8809590512354947,0.9028395071461512,0.31412366262157754,0.5541358439811701,0.5755900611476763,0.9099441960917547,0.3078378285224903,0.3794007389136603,2.1548395174926513,2.0
34,opti_keywords_gcn-2,True,True,True,True,False,1,3,0.005,0.01,GCN_Net,keywords,False,2020-01-23 13:57:29,0.04,0.01,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.38458028253117016,0.4033831718559062,2.024182280461087,0.8346741832676423,0.853685619973742,0.46392284160073105,0.49024896265560164,0.5033493209362361,1.123530438788571,0.3580363696900199,0.385487320437387,2.093477102003753,
35,opti_keywords_gcn-104,True,True,True,True,False,6,5,0.005,0.01,GCN_Net,keywords,False,2020-01-23 14:36:24,0.04,0.01,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.41415058121898723,0.4212403858833107,1.9940373861058802,0.6619298931076912,0.6852240249473629,0.9847588618869048,0.6032553407934893,0.6241436425193566,0.8575214989798763,0.3961360989206142,0.4045031834995285,2.05893190511307,
37,opti_keywords_gcn-110,True,True,True,True,False,6,1,0.005,0.01,GCN_Net,keywords,False,2020-01-23 14:38:10,0.16,0.04,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.6395790141394162,0.6261123497915523,1.3414709664265794,0.8816589331786676,0.8630049302725256,0.4779290393214519,0.6119089820307524,0.5917402186248416,1.2533210054322104,0.6057888899976561,0.599016006625242,1.4460067703010804,
39,opti_keywords-493,True,True,True,True,False,9,5,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 22:35:16,0.04,0.01,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.4794837838711406,0.5129114610997959,1.788897174380555,1.0,1.0,0.0,0.4357638888888889,0.5416242145941593,1.0373171406796535,0.46241869413875725,0.4990130168903586,1.8350148436438154,
40,opti_keywords-398,True,True,True,True,False,7,3,0.01,0.01,LGNN_Net,keywords,False,2020-01-19 21:38:14,0.16,0.04,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.5495175994303888,0.5709537603485663,1.5164762438725714,0.8108310036448261,0.8201879485412354,0.6164017989785262,0.310933746859441,0.451276479708271,1.7384764395328869,0.5218919250740818,0.549881248994804,1.5862215111725013,2.0
41,opti_keywords_gcn-196,True,True,True,True,False,10,2,0.005,0.01,GCN_Net,keywords,False,2020-01-23 15:07:49,0.32,0.08,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.6333000112915985,0.642679638142493,1.275521246065983,0.7670562707923345,0.7583816290715797,0.8604068086946546,0.5734262247467621,0.6269027259611997,1.304520627384342,0.5739206829914125,0.5979461933181435,1.4151496509401809,
44,opti_keywords-43,True,True,True,True,False,1,5,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 18:18:23,0.16,0.04,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.6795786744282465,0.6524258631632003,1.2762538744407737,0.9753883678507906,0.9681962277039169,0.11103463151089699,0.6175146092327183,0.6674070801384738,1.0847570132860116,0.6187607207464875,0.6049746198964698,1.4519626249224031,
45,opti_keywords_lr2-171,True,True,True,True,False,6,1,0.005,0.01,GCN_Net,keywords,False,2020-01-23 13:22:10,0.32,0.08,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.6869602487322309,0.6637987949222786,1.2162908949031639,0.824245500413906,0.7922167730205112,0.7351251238451129,0.6582239440310078,0.6459200571294896,1.1908375424854918,0.6221979471875263,0.6157744189004045,1.3973154358265756,
46,opti_keywords-514,True,True,True,True,False,9,2,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 22:49:32,0.16,0.04,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.6720737536236064,0.6445180464057565,1.3038552246641446,0.9848706049078773,0.9801828952805519,0.07146549442924188,0.5971383535821627,0.6165392641264116,1.2500370759390682,0.6279786315234503,0.5965886682479116,1.4737321050179775,
47,opti_keywords-359,True,True,True,True,False,6,5,0.01,0.01,LGNN_Net,keywords,False,2020-01-19 21:17:58,0.32,0.08,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.6574778476166148,0.639302416264825,1.29317837105667,0.8028234289208727,0.7757901774547626,0.7895608876427578,0.6041053278472364,0.5972826014035802,1.3581729731245988,0.59222035963174,0.5882976096549332,1.4792462271079585,2.0
49,opti_keywords-568,True,True,True,True,False,10,5,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 23:19:13,0.08,0.02,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.5840036591299385,0.5827936064994383,1.5277170749969775,0.9735214197719955,0.9783263197543551,0.07489620568275202,0.5653486751594632,0.627914196274133,1.1043978639855787,0.5521844649374791,0.5530824432038236,1.6284029485093723,
51,opti_keywords_gcn-121,True,True,True,True,False,7,2,0.005,0.01,GCN_Net,keywords,False,2020-01-23 14:42:34,0.04,0.01,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.4798126491166617,0.4629767860413973,1.8307535587248387,0.8318405715907189,0.7664321856983719,0.7089063718321098,0.37016617689126985,0.47043710134900285,1.2267046642621962,0.4620378425840589,0.45405111774752255,1.8602098014302353,
54,opti_keywords-571,True,True,True,True,False,10,1,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 23:18:54,0.16,0.04,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.6621711313627392,0.6283529550676142,1.3652883349170812,0.9494678430994563,0.9374316368184527,0.2237836416448329,0.7194481273213007,0.7366793728359842,0.8795195928691575,0.6065080098316397,0.5787655235276478,1.538078382409319,
57,opti_keywords_gcn-177,True,True,True,True,False,9,3,0.005,0.01,GCN_Net,keywords,False,2020-01-23 15:01:35,0.32,0.08,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.6748670956655899,0.6644001416543912,1.2048630503582478,0.8045056528055566,0.8020016500161344,0.712382809682409,0.6449884598822919,0.6557126646698704,1.1711215007259885,0.6144806446124799,0.6099854102897608,1.386602724278033,
62,opti_keywords-103,True,True,True,True,False,2,5,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 18:52:30,0.16,0.04,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.6316078186992155,0.6087508115818321,1.4371916375006109,0.8366515816541994,0.8221183641312919,0.6342959746711156,0.5261871372565077,0.5452223013549853,1.522559219059049,0.6024215308600599,0.5929371873768268,1.494597681038563,
63,opti_keywords-541,True,True,True,True,False,10,1,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 23:03:59,0.04,0.01,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.5443341273528713,0.5596212192477894,1.5964899847635086,1.0,1.0,0.0,0.559347181008902,0.6421040962700671,0.8319401982915218,0.5258865542144556,0.5466582494156826,1.6307831249469582,
65,opti_keywords_gcn-94,True,True,True,True,False,5,5,0.005,0.01,GCN_Net,keywords,False,2020-01-23 14:32:23,0.16,0.04,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.6709816929319491,0.6491831122996005,1.2663859944024232,0.8990447888790151,0.8858960361714607,0.4052239881283022,0.5952607672899747,0.6366265933265073,1.2002265456260761,0.6294579123270422,0.6145571835871069,1.381411610173712,
66,opti_keywords_gcn-107,True,True,True,True,False,6,3,0.005,0.01,GCN_Net,keywords,False,2020-01-23 14:36:51,0.08,0.02,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.5502295915732031,0.5396666008637573,1.6566975620192033,0.9346834846507431,0.9175027141484663,0.2801570348354643,0.6330919757138169,0.6628834797055427,0.9575075725561488,0.5270551539191071,0.5243908036217236,1.7199670302787646,
70,opti_keywords-533,True,True,True,True,False,9,3,0.01,0.01,LGNN_Net,keywords,False,2020-01-19 22:59:16,0.32,0.08,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.6335234223764308,0.642876773866131,1.2702741867326117,0.7991512805571056,0.8064383253462685,0.6924678484335605,0.5987042354117859,0.6224636571690552,1.2581827585349221,0.5572788782488151,0.5765282147767506,1.4903760583897832,2.0
71,opti_keywords-55,True,True,True,True,False,1,4,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 18:25:20,0.32,0.08,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.7667375148830755,0.7280935112975885,0.9955347829024732,0.9538159553289539,0.9319703084703127,0.2443767804834973,0.7739873511684691,0.7615484870417146,0.8095376211301777,0.6711210742651694,0.6488853837448929,1.2895489150203399,
72,opti_keywords-37,True,True,True,True,False,1,3,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 18:14:58,0.16,0.04,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.6953694873157019,0.6740109116587302,1.1977588585904684,1.0,1.0,0.0,0.64204504784696,0.666416803011915,1.084864586014096,0.6229356581967422,0.6178646743236059,1.4075607218242352,
73,opti_keywords-130,True,True,True,True,False,3,4,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 19:08:08,0.04,0.01,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.5538908513818305,0.5239568775970446,1.7385280931647331,1.0,1.0,0.0,0.6563364692861096,0.6563025031683837,0.728142470231024,0.5360825177031106,0.5077893216783002,1.7819743978067213,
74,opti_keywords-259,True,True,True,True,False,5,2,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 20:20:52,0.08,0.02,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.5907277129305993,0.5750323166260618,1.5559111908523855,0.9858219484216894,0.9873447036022451,0.04437546963158567,0.5587577433032765,0.5831187752135937,1.1729933555234116,0.5725773160389112,0.5591122047842759,1.6025971526547629,
75,opti_keywords-316,True,True,True,True,False,6,1,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 20:53:31,0.08,0.02,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.62448268781246,0.6074876778378893,1.4375525066678003,1.0,1.0,0.0,0.6352622955083357,0.6740888277387822,0.9305091112538602,0.5931453351267096,0.5856711155275086,1.5227335297229199,
78,opti_keywords_gcn-147,True,True,True,True,False,8,3,0.005,0.01,GCN_Net,keywords,False,2020-01-23 14:49:43,0.08,0.02,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.5535746868379112,0.5487837667734504,1.5794005331655603,0.9220726503847494,0.9189735967905331,0.2746900028878847,0.5168524151490358,0.5860490859758412,1.1460505320329637,0.5151893560843093,0.5166219605036462,1.6861864922442975,
79,opti_keywords-97,True,True,True,True,False,2,3,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 18:51:20,0.16,0.04,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.6839770915678374,0.6458713170750283,1.294195686115466,0.9494031404497477,0.9402543472960864,0.2121439382837953,0.570664859423742,0.5820451697499496,1.385156635060512,0.6306042688176499,0.6068475637000059,1.436866336372006,
80,opti_keywords-281,True,True,True,True,False,5,4,0.01,0.01,LGNN_Net,keywords,False,2020-01-19 20:33:04,0.16,0.04,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.5936869401251526,0.6068699636455762,1.3923029677745546,0.8949743615976999,0.8982320492791521,0.358871479442989,0.40073378478239263,0.47998323548652183,1.6690559594249752,0.5519936066667483,0.5723018270955261,1.4996176701998372,2.0
81,opti_keywords-64,True,True,True,True,False,2,2,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 18:33:25,0.04,0.01,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.543281298359286,0.551169389062532,1.6583405962813922,0.9771256563571514,0.9788992053498375,0.071397883390933,0.5856369896704378,0.6282508262845168,0.8013553435562928,0.5357690616163088,0.5527212562850793,1.65135485738806,
82,opti_keywords-182,True,True,True,True,False,4,1,0.01,0.01,LGNN_Net,keywords,False,2020-01-19 19:40:00,0.04,0.01,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.39593219795507345,0.4332395367663173,1.948465685918094,0.6637989899525781,0.6816615379061286,0.9918252886147547,0.49768160741885625,0.5764585305643478,0.9560904721308505,0.3814800372258707,0.42001194786296514,1.9946120050475633,2.0
83,opti_keywords-295,True,True,True,True,False,5,4,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 20:40:24,0.32,0.08,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.7726462307573582,0.7332985039992544,0.9745397598034509,0.9120510242330017,0.8991931171046726,0.3673887581639508,0.7561889436292637,0.7256405759679043,0.9434403897833259,0.7070358963853477,0.6685841433750793,1.2037961324711448,
84,opti_keywords-551,True,True,True,True,False,10,4,0.01,0.01,LGNN_Net,keywords,False,2020-01-19 23:07:57,0.04,0.01,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.47100561561467014,0.4871642723736495,1.8063752026404143,1.0,1.0,0.0,0.44811320754716977,0.5099870208189435,1.1451331280990495,0.448310075519538,0.4678810606027255,1.8511543845362504,2.0
85,opti_keywords-58,True,True,True,True,False,1,5,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 18:28:36,0.32,0.08,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.749004519383541,0.7145292188038259,1.0458381121274778,0.9160106639122773,0.885175228751409,0.4133738439509571,0.7386317532056531,0.7216068429204732,0.9407278906953871,0.6656353171831036,0.6471189306657946,1.296785985551593,
87,opti_keywords-364,True,True,True,True,False,7,2,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 21:21:17,0.04,0.01,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.5991264975188176,0.5557698131095902,1.613019259991181,1.0,1.0,0.0,0.5108779114410034,0.5932032012229398,0.9235330901786996,0.5755347370842914,0.5412603429647955,1.6644887596514653,
88,opti_keywords-172,True,True,True,True,False,3,3,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 19:34:50,0.32,0.08,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.7581143119149232,0.7215480419826177,1.0160551276669958,0.9477278093806117,0.9359554481671408,0.23121363338318712,0.7542720900139196,0.7523841135919793,0.8799441168582338,0.6697390231628795,0.6344454524612688,1.3250749294777369,
89,opti_keywords_gcn-5,True,True,True,True,False,1,1,0.005,0.01,GCN_Net,keywords,False,2020-01-23 13:58:30,0.08,0.02,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.4087020939138666,0.40177612665471735,1.96959177747447,0.7151872393802161,0.6793275760641866,1.011300350922296,0.6062473082260612,0.594015920579012,1.1194198781081552,0.36293168678888366,0.3654390137266265,2.0897620592094626,
90,opti_keywords_gcn-85,True,True,True,True,False,5,1,0.005,0.01,GCN_Net,keywords,False,2020-01-23 14:28:50,0.08,0.02,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.5210325833797754,0.5468281095356418,1.6247302746301322,0.8811711175666257,0.8805230480414746,0.41823123302577647,0.6375039873904641,0.6303484424639741,1.0231736728523453,0.49254785139139007,0.5285194087527696,1.6754805323335111,
91,opti_keywords-79,True,True,True,True,False,2,2,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 18:39:00,0.08,0.02,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.5772264654955563,0.571886355262226,1.5776386714351625,0.9123776349926711,0.9082911086385096,0.3212037852503955,0.6583774320614332,0.7421774562453985,0.7668083097904974,0.5506781875512248,0.5647064134113141,1.6039546400461657,
92,opti_keywords-512,True,True,True,True,False,9,1,0.01,0.01,LGNN_Net,keywords,False,2020-01-19 22:48:30,0.16,0.04,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.5671112884976698,0.5870186358256189,1.4598960961383973,0.8810372035832447,0.8834724782313043,0.4156284130767278,0.5369926155872254,0.578408222641146,1.287887793000217,0.5033741411956942,0.5300676078646391,1.6436104347421772,2.0
94,opti_keywords_gcn-114,True,True,True,True,False,6,5,0.005,0.01,GCN_Net,keywords,False,2020-01-23 14:40:48,0.16,0.04,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.6494374834432446,0.6280483319961222,1.3422586320092793,0.9532632925805529,0.9396334113007582,0.2119500890336985,0.6298819397755749,0.5635359792634133,1.3524777556023762,0.5979332985834418,0.5853166384813068,1.5022364792567577,
96,opti_keywords-211,True,True,True,True,False,4,1,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 19:55:32,0.16,0.04,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.6810181849941508,0.6577933070851206,1.2579631849517887,0.960059956864868,0.9464171439112763,0.1933492222386337,0.4830642229927125,0.5537516873914027,1.456752158986141,0.6428443646061925,0.6241448547621657,1.3771299149529748,
98,opti_keywords-400,True,True,True,True,False,7,4,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 21:41:37,0.16,0.04,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.65715546913177,0.6260282417449301,1.3680491697044532,0.972846935774221,0.96545061308113,0.12091210660294038,0.6359193314579079,0.6660154426145315,1.1235089399109208,0.5896924030126051,0.5695987550126341,1.5761142444940712,
103,opti_keywords-115,True,True,True,True,False,2,4,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 18:59:42,0.32,0.08,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.7465734953904588,0.7100878192861475,1.0584640146412894,0.897082430971074,0.8799916740421775,0.4309803773335119,0.7099124595276453,0.6762641220902411,1.130755589179533,0.6740443567700459,0.6458504361908389,1.2927359104531781,
104,opti_keywords_gcn-84,True,True,True,True,False,5,5,0.005,0.01,GCN_Net,keywords,False,2020-01-23 14:28:42,0.04,0.01,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.43321262436468466,0.4788726442854818,1.701564078456128,0.7147376612247502,0.7422229686040885,0.7794444704211467,0.3613849287169043,0.4018418015362496,1.3776920965930588,0.4135773252267087,0.46224116209454874,1.7474410544742276,
105,opti_keywords_gcn-139,True,True,True,True,False,7,5,0.005,0.01,GCN_Net,keywords,False,2020-01-23 14:47:21,0.32,0.08,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.6843396609172424,0.6694203401932287,1.1888329552088623,0.7675032110746961,0.7521150252316448,0.8860726639021408,0.7230242069382923,0.7119867311072176,0.9590494444982287,0.6370264863815911,0.6302954626243287,1.3248191271319025,
