,name,save_logs,save_predictions,save_models,zip_models,verbatim,permutation,repetition,learning_rate,weight_decay,net,feature,skip,datetime,split_percentage_train,split_percentage_val,split_percentage_test,loss_function_type,loss_function_nclasses,early_stopping_min,early_stopping_wait,hidden_size,hidden_layers,num_heads,dropout,batchnorm,residual,in_feats,out_feats,Rand-Index_All ,Mutual Information_All ,Variation of Information_All ,Rand-Index_Train,Mutual Information_Train,Variation of Information_Train,Rand-Index_Val,Mutual Information_Val,Variation of Information_Val,Rand-Index_Test,Mutual Information_Test,Variation of Information_Test,radius
580,opti_keywords-236,True,True,True,True,False,4,4,0.01,0.01,LGNN_Net,keywords,False,2020-01-19 20:09:07,0.32,0.08,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.6601979499677538,0.6488315412540598,1.2592499430295527,0.7940149860432548,0.7858374732934713,0.7579860084392576,0.6433705033345559,0.6734483712340239,1.1323594723175066,0.5966833563173105,0.5910174305885453,1.458606161482658,2.0
582,opti_keywords-158,True,True,True,True,False,3,3,0.01,0.01,LGNN_Net,keywords,False,2020-01-19 19:23:24,0.16,0.04,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.5530444419777227,0.5830688536088242,1.4666564372554007,0.8400320142306378,0.8516484307782756,0.5234215591947398,0.5318613379778679,0.5919145977346567,1.223422239089015,0.5063451096986621,0.5364565362021119,1.6129412688358773,2.0
583,opti_keywords_lr2-63,True,True,True,True,False,3,1,0.005,0.01,GCN_Net,keywords,False,2020-01-23 12:21:24,0.32,0.08,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.6837317670671397,0.6623688960337968,1.2169661138912207,0.8243690376016041,0.8080366672689305,0.6873661835144014,0.711703614119047,0.7108261132760466,1.011830019085231,0.6126206974420495,0.593850739264007,1.4514151546815781,
585,opti_keywords_gcn-189,True,True,True,True,False,10,5,0.005,0.01,GCN_Net,keywords,False,2020-01-23 15:05:27,0.08,0.02,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.4799145578233616,0.5004900759229246,1.7288524308672397,0.7345535379074389,0.7475365936121342,0.8512313145264958,0.4534619750283768,0.5535413237548977,1.3037412624407083,0.47467258585907984,0.48986367467330555,1.7524226639015748,
586,opti_keywords-19,True,True,True,True,False,1,2,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 18:04:05,0.08,0.02,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.5937885447601442,0.5827404453688535,1.5402516357754186,1.0,1.0,0.0,0.6956882556444794,0.6858857394437299,0.8948324763919642,0.5581879366967633,0.559986067426198,1.6239235988206482,
591,opti_keywords-245,True,True,True,True,False,5,2,0.01,0.01,LGNN_Net,keywords,False,2020-01-19 20:12:56,0.04,0.01,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.37701815485567103,0.4539493456098679,1.865366118219368,0.9559697969634396,0.957224381429486,0.134894500291463,0.3229539818131717,0.3758147458210615,1.352588074320286,0.3593617443290696,0.44295475427120273,1.8851812494792908,2.0
593,opti_keywords-391,True,True,True,True,False,7,1,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 21:34:36,0.16,0.04,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.6534037334004773,0.6234780089670998,1.3711794972643379,0.9865101532205901,0.9856413571755269,0.05030173433120222,0.5974087698347511,0.6360489127773075,1.2261827292224723,0.5858688919903995,0.5663842660090953,1.5762295045269745,
594,opti_keywords_gcn-90,True,True,True,True,False,5,1,0.005,0.01,GCN_Net,keywords,False,2020-01-23 14:31:33,0.16,0.04,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.6725031272699926,0.64685935128921,1.2823844638524768,0.8960684722613816,0.876374055363957,0.4399232491809997,0.5569457187850808,0.6058379734530269,1.3083958729682288,0.6410003549471633,0.6224929328907673,1.3626473715368013,
595,opti_keywords_gcn-97,True,True,True,True,False,5,3,0.005,0.01,GCN_Net,keywords,False,2020-01-23 14:34:53,0.32,0.08,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.7054091915001984,0.6847354131513366,1.1385322224696601,0.7917809226885815,0.7809507459174398,0.7880758237930112,0.6954730866946485,0.6880345911110962,1.0515739720390966,0.6637102194623201,0.6474198554199033,1.267591271104561,
596,opti_keywords_gcn-161,True,True,True,True,False,9,2,0.005,0.01,GCN_Net,keywords,False,2020-01-23 14:55:58,0.04,0.01,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.3384902914755302,0.39415419314224953,1.9380787208919525,0.5791946405923128,0.6785904037474013,0.957350766048271,0.410438968136579,0.4804376213953003,1.1824069532615669,0.33012570176822903,0.3881283043543482,1.9449653619967713,
597,opti_keywords-262,True,True,True,True,False,5,3,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 20:22:22,0.08,0.02,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.5776611409999898,0.5637185397832393,1.6046084004979395,0.9305018299561507,0.9359390739607102,0.22530393517418412,0.5036100063729722,0.5185218219036991,1.3478670175053389,0.5411228628307816,0.5345904987266051,1.7030617923329794,
598,opti_keywords-478,True,True,True,True,False,8,5,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 22:26:08,0.32,0.08,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.7620545229525493,0.7221012370536056,1.0179011227864674,0.9196875327899849,0.8948053276361544,0.38335037458204546,0.7277397181122364,0.6907562150044316,1.061391080559836,0.6895923565967633,0.6553832083526747,1.2585744957562515,
601,opti_keywords_gcn-176,True,True,True,True,False,9,2,0.005,0.01,GCN_Net,keywords,False,2020-01-23 15:01:53,0.32,0.08,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.6834946934644714,0.6716864974373659,1.1817345522267235,0.8335417049968121,0.8277186783953078,0.6222695507333906,0.6470293070062766,0.6768985847412006,1.0922126090704696,0.6151819229473253,0.609049368172257,1.3937207326275702,
602,opti_keywords-529,True,True,True,True,False,9,2,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 22:58:02,0.32,0.08,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.7678118427620072,0.735045971460853,0.9661949383320523,0.9303928683888782,0.9115811488826256,0.321134742423586,0.6812055289157567,0.6974359236759894,1.0337948771775363,0.6980245105147087,0.6698005852457944,1.198504686453997,
603,opti_keywords-490,True,True,True,True,False,9,4,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 22:33:49,0.04,0.01,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.481809327388818,0.5152704251349457,1.7822525298655054,1.0,1.0,0.0,0.45449016825461175,0.5185787553123109,1.0980195814328244,0.46050278361095565,0.49897635084010566,1.8366996262296778,
604,opti_keywords_lr-90,True,True,True,True,False,1,1,0.005,0.01,GCN_Net,keywords,False,2020-01-23 11:33:05,0.16,0.04,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.5465805864761503,0.5444543686163517,1.5945429706040852,0.8187684953701598,0.7978785385248454,0.6837283838108741,0.580139134466656,0.5789403971938308,1.3248199838791002,0.48059308540221096,0.49442268893611685,1.767894007472239,
605,opti_keywords-548,True,True,True,True,False,10,3,0.01,0.01,LGNN_Net,keywords,False,2020-01-19 23:06:57,0.04,0.01,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.4717900707853169,0.49660964173043537,1.765789906762953,1.0,1.0,0.0,0.5186385737439222,0.5850336435383509,0.9753588421233039,0.4496728201643874,0.4788489462052754,1.8037640851448258,2.0
608,opti_keywords_gcn-17,True,True,True,True,False,1,3,0.005,0.01,GCN_Net,keywords,False,2020-01-23 14:03:55,0.32,0.08,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.6709096179933216,0.6556204129063011,1.2411988230941682,0.8303710776356047,0.8120224442876295,0.6700663499089448,0.7137666331427681,0.6967620555053851,0.9990695851136859,0.5868038206011862,0.5854775939767891,1.4947792601602838,
609,opti_keywords-344,True,True,True,True,False,6,5,0.01,0.01,LGNN_Net,keywords,False,2020-01-19 21:11:17,0.16,0.04,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.5925392523363834,0.5856252471843026,1.4734334822993458,0.934009458683073,0.9310244812649483,0.24054976587752375,0.626144374266109,0.5948192777352511,1.2208991868938535,0.5308025225839011,0.5372236100078067,1.6477509766791736,2.0
611,opti_keywords-430,True,True,True,True,False,8,4,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 21:59:02,0.04,0.01,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.4936156009895967,0.49790302376091145,1.8351164038306371,1.0,1.0,0.0,0.28312757201646094,0.33828597270845323,1.4946988178425826,0.46404190598929135,0.47513286031798446,1.9115346603184604,
612,opti_keywords-593,True,True,True,True,False,10,3,0.01,0.01,LGNN_Net,keywords,False,2020-01-19 23:32:44,0.32,0.08,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.6095275441106367,0.6226743408307199,1.344199295034092,0.7879285213969202,0.7692161743674012,0.8228470740257396,0.4790582019398863,0.5648512478198243,1.5021139455576957,0.5407727398971173,0.5694450219373463,1.5123608036924305,2.0
614,opti_keywords-367,True,True,True,True,False,7,3,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 21:21:56,0.04,0.01,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.5753655496385885,0.5569858250763122,1.608861185463697,1.0,1.0,0.0,0.4435476897356816,0.5220834655910106,1.0869240021259357,0.5564311429711033,0.5443340321300556,1.6529347814692683,
615,opti_keywords_gcn-96,True,True,True,True,False,5,2,0.005,0.01,GCN_Net,keywords,False,2020-01-23 14:33:54,0.32,0.08,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.6881517357114089,0.6683346134523841,1.1950546074655835,0.7737346528255666,0.7587850316815079,0.8676955583627195,0.6918095150888307,0.6813416600111954,1.068864273165305,0.6435398355635009,0.6279928785545695,1.333379258646778,
622,opti_keywords_gcn-160,True,True,True,True,False,9,1,0.005,0.01,GCN_Net,keywords,False,2020-01-23 14:56:00,0.04,0.01,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.3384902914755302,0.39415419314224953,1.9380787208919525,0.5791946405923128,0.6785904037474013,0.957350766048271,0.410438968136579,0.4804376213953003,1.1824069532615669,0.33012570176822903,0.3881283043543482,1.9449653619967713,
623,opti_keywords_gcn-33,True,True,True,True,False,2,4,0.005,0.01,GCN_Net,keywords,False,2020-01-23 14:08:52,0.16,0.04,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.5719695922257764,0.5456423210192857,1.586502518538547,0.7977604069338968,0.7651038668305459,0.8076722859982746,0.4405425130321013,0.5031063803887098,1.5885279542799753,0.5374991531373767,0.5193428307917529,1.6750095449121905,
624,opti_keywords-319,True,True,True,True,False,6,2,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 20:54:17,0.08,0.02,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.5892390899575624,0.5631323471682089,1.5954240270514086,0.9867056947173024,0.9871651379822747,0.04382147792633884,0.6655369872618908,0.6736494390220533,0.9388614171937544,0.5484849174136821,0.5320389433882422,1.7154618075928876,
625,opti_keywords_gcn-141,True,True,True,True,False,8,2,0.005,0.01,GCN_Net,keywords,False,2020-01-23 14:48:16,0.04,0.01,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.403074997015492,0.3910631644281156,1.9296124479390204,0.6459005825938752,0.6636675006721772,0.9844994846025545,0.18851435705368288,0.24044651448151433,1.7355024966943082,0.388258685032955,0.38261288636219515,1.9508582727913908,
626,opti_keywords_gcn-127,True,True,True,True,False,7,3,0.005,0.01,GCN_Net,keywords,False,2020-01-23 14:43:48,0.08,0.02,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.470743096003322,0.5115993586883767,1.6596691323097061,0.8665333589871961,0.8801637148638878,0.38555062640529325,0.4199529134785168,0.5088379107857187,1.3062524678841039,0.45036118324662594,0.4933742319118142,1.7176024585163172,
627,opti_keywords-547,True,True,True,True,False,10,3,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 23:06:49,0.04,0.01,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.5271982278164826,0.5426979459463755,1.661381222789253,1.0,1.0,0.0,0.49532710280373826,0.5199140577987742,1.1131684533821846,0.5213105795546104,0.5398974381051057,1.6615600195194695,
628,opti_keywords_gcn-87,True,True,True,True,False,5,3,0.005,0.01,GCN_Net,keywords,False,2020-01-23 14:28:54,0.08,0.02,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.5122617655278452,0.5429403653914819,1.6334128964420853,0.8832596626154599,0.8780764911902303,0.4252873263634407,0.6445491818742061,0.6319501570206587,1.021025225686632,0.487981307300488,0.526959687315541,1.6765686873128889,
632,opti_keywords-50,True,True,True,True,False,1,2,0.01,0.01,LGNN_Net,keywords,False,2020-01-19 18:22:46,0.32,0.08,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.5977497615024294,0.6067853263817603,1.4041188669357703,0.7665236049284971,0.7617905610436188,0.844431145390169,0.6376929849099325,0.6335270283084558,1.2001549447411324,0.5107942908284645,0.5386918389315725,1.6432695935464967,2.0
633,opti_keywords_gcn-32,True,True,True,True,False,2,3,0.005,0.01,GCN_Net,keywords,False,2020-01-23 14:10:00,0.16,0.04,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.6473087894282317,0.6245965974196268,1.3528097493569389,0.9054229192805053,0.890017395278945,0.38949555166089267,0.5353664451852821,0.5862751642181929,1.3549099922215868,0.607278640828336,0.5975925930274015,1.4465783206289635,
634,opti_keywords-152,True,True,True,True,False,3,1,0.01,0.01,LGNN_Net,keywords,False,2020-01-19 19:21:44,0.16,0.04,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.5688418972023356,0.5810978737079177,1.4983129440570528,0.8683896354399794,0.8652209631401484,0.4784154425662006,0.526732173135675,0.5565867599443615,1.370877031789096,0.5319387674615043,0.5396913549656394,1.632704470282472,2.0
638,opti_keywords-28,True,True,True,True,False,1,5,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 18:09:34,0.08,0.02,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.6152191967334284,0.594457077991962,1.4979900329512104,1.0,1.0,0.0,0.6664418129099019,0.6774581259059579,0.925396051672712,0.574353036967877,0.5680004991748303,1.597223140543425,
639,opti_keywords-452,True,True,True,True,False,8,1,0.01,0.01,LGNN_Net,keywords,False,2020-01-19 22:11:24,0.16,0.04,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.5933828562018476,0.5990239298934529,1.4264121455818466,0.9187305521597655,0.9280391979007412,0.25397755891434715,0.4068731894048177,0.5075980397277573,1.5784531491216542,0.5294272386221289,0.5461765891347979,1.6041755173559984,2.0
641,opti_keywords_lr-63,True,True,True,True,False,1,3,0.005,0.01,GCN_Net,keywords,False,2020-01-23 11:15:38,0.08,0.02,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.49981582110802497,0.4730088792002382,1.770744472961762,0.8193737376395253,0.7924064878862055,0.6671301635628586,0.6246099409764059,0.6046549109412587,1.0971626888558905,0.4542753106034794,0.4407124837377034,1.8791144887632563,
642,opti_keywords-595,True,True,True,True,False,10,4,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 23:33:03,0.32,0.08,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.7496514065203648,0.7128548268765738,1.0495589602573774,0.9454165952377682,0.9270087169731506,0.26389332443834856,0.6126693511123279,0.6422279248712144,1.264433831101984,0.6719049071039528,0.6407164758848298,1.3042509139757277,
643,opti_keywords-335,True,True,True,True,False,6,2,0.01,0.01,LGNN_Net,keywords,False,2020-01-19 21:04:36,0.16,0.04,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.5917905431323132,0.5796917985509993,1.5015364048395075,0.9434693828834636,0.9324785367159317,0.2361578073167978,0.63731349769601,0.625832898668552,1.141105022943333,0.5268015998890171,0.5259077553714823,1.6966145317544583,2.0
644,opti_keywords_lr2-36,True,True,True,True,False,3,1,0.005,0.01,GCN_Net,keywords,False,2020-01-23 12:03:30,0.04,0.01,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.38044515553926106,0.36952257632887386,1.9927767154224751,0.6760836445830224,0.6345684743047569,1.0568909459386369,0.6791655664114075,0.6579603451165165,0.72283331978537,0.35398943678951744,0.3446306462384737,2.057981106078664,
645,opti_keywords-113,True,True,True,True,False,2,3,0.01,0.01,LGNN_Net,keywords,False,2020-01-19 18:59:21,0.32,0.08,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.6476464855245444,0.6466979714194064,1.2595432504138508,0.7872393949557497,0.7926806909772012,0.733169884307836,0.5605933029335584,0.547852370718471,1.5181514148178477,0.5895391059242698,0.6001431822211769,1.4202598231659755,2.0
649,opti_keywords_gcn-111,True,True,True,True,False,6,2,0.005,0.01,GCN_Net,keywords,False,2020-01-23 14:38:06,0.16,0.04,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.642247361596995,0.6307210312383339,1.3195657664893332,0.8402117190209458,0.8498538582921834,0.5203018226186753,0.5804257615237233,0.5436569763578578,1.3846627703234682,0.6177899801687841,0.6051850906600267,1.4184826852601393,
650,opti_keywords-308,True,True,True,True,False,6,3,0.01,0.01,LGNN_Net,keywords,False,2020-01-19 20:49:29,0.04,0.01,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.44899890885948673,0.4538163436028912,1.9436619297442923,0.9872632372515141,0.9806532857042856,0.06179649556609412,0.3215934714914635,0.32839991371973404,1.5056170008611371,0.4300015287031001,0.4429806213966077,1.9863188419022084,2.0
651,opti_keywords_gcn-164,True,True,True,True,False,9,5,0.005,0.01,GCN_Net,keywords,False,2020-01-23 14:57:18,0.04,0.01,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.40653605970155415,0.4486065729146568,1.8994091848848942,0.9005732403657741,0.9185356534552778,0.26050717707675997,0.31113155473781046,0.4097552313844294,1.3594529646963673,0.39295854342744174,0.4341569100832079,1.9352913881430618,
652,opti_keywords-274,True,True,True,True,False,5,2,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 20:30:04,0.16,0.04,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.7232113910281992,0.6796391469546876,1.1684824895706236,0.9682713434666671,0.9613104948138338,0.13774966747878148,0.5870438399634071,0.6326667359957074,1.226635105693438,0.6804733757154067,0.6428189100411932,1.2953320701012583,
654,opti_keywords-266,True,True,True,True,False,5,4,0.01,0.01,LGNN_Net,keywords,False,2020-01-19 20:24:37,0.08,0.02,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.4428445003481472,0.5035808213007591,1.736686330803919,0.9576895515637945,0.9574149262741106,0.14848314110671135,0.6031661823749985,0.6486877777111191,0.9590325193836637,0.42027630321317344,0.48282809966997053,1.7915602844017897,2.0
655,opti_keywords-44,True,True,True,True,False,1,5,0.01,0.01,LGNN_Net,keywords,False,2020-01-19 18:19:48,0.16,0.04,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.5519944124411579,0.5699268583532293,1.524779513631474,0.8992818354744523,0.9046210975965566,0.32981223184898,0.6132358496441133,0.6838040922283416,0.9872810944096693,0.47844212317573,0.5123696819192867,1.7242840732797577,2.0
656,opti_keywords-421,True,True,True,True,False,8,1,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 21:53:37,0.04,0.01,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.48450656361355304,0.49192880793343835,1.8710106674394171,0.9718690253647949,0.9761067270733982,0.07632824105750124,0.3045267489711934,0.3521121991007367,1.4691175171542277,0.4615359219497871,0.47342329012371603,1.9312660045953793,
658,opti_keywords-73,True,True,True,True,False,2,5,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 18:38:23,0.04,0.01,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.5166955318916601,0.5350030039792252,1.7236447196167715,0.9556798847101483,0.9581364562572797,0.14156028275623989,0.609681963081029,0.6822001689489915,0.6860817585255305,0.4982182461729203,0.5307207689131876,1.739643777429038,
659,opti_keywords-268,True,True,True,True,False,5,5,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 20:26:57,0.08,0.02,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.5675123982285426,0.5548145094912051,1.6400127604959818,0.9492190316777713,0.9544412332236608,0.16035157734111394,0.5744139476171278,0.5897819099239134,1.159455616086495,0.5432531272553452,0.5371929447030671,1.6954788675457904,
660,opti_keywords_gcn-148,True,True,True,True,False,8,4,0.005,0.01,GCN_Net,keywords,False,2020-01-23 14:50:52,0.08,0.02,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.5115968365860203,0.51827836718962,1.609142806594025,0.8087489968592257,0.8499143330179251,0.4860967439121793,0.5144533813244286,0.5774163203334183,1.1538222721612192,0.48416461427181307,0.4927992729902811,1.6879911676716912,
662,opti_keywords-61,True,True,True,True,False,2,1,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 18:29:31,0.04,0.01,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.5000608134020996,0.5045971076028144,1.8322900617745648,1.0,1.0,0.0,0.4132631421371722,0.4735085567407147,1.159942846705598,0.4777854019154436,0.49616377267582606,1.862299694232032,
663,opti_keywords-283,True,True,True,True,False,5,5,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 20:33:45,0.16,0.04,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.7232113910281992,0.6796391469546876,1.1684824895706236,0.9682713434666671,0.9613104948138338,0.13774966747878148,0.5870438399634071,0.6326667359957074,1.226635105693438,0.6804733757154067,0.6428189100411932,1.2953320701012583,
664,opti_keywords_lr2-72,True,True,True,True,False,4,1,0.005,0.01,GCN_Net,keywords,False,2020-01-23 12:28:20,0.04,0.01,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.3356788497358715,0.33749053322519706,2.1397111582298383,0.41977312418798846,0.47358702857941154,1.6201546751001077,0.5866967305524239,0.5475891765734642,1.020806934310928,0.34758707748941003,0.34836959498193,2.10234918256035,
665,opti_keywords_gcn-20,True,True,True,True,False,2,1,0.005,0.01,GCN_Net,keywords,False,2020-01-23 14:04:54,0.04,0.01,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.5524210231622206,0.5371220411701666,1.6769708343824792,0.9771256563571514,0.9788992053498375,0.071397883390933,0.766295488462863,0.7920938101664554,0.43785736845101253,0.5498141700902354,0.5381016995040521,1.6691189603836434,
666,opti_keywords-26,True,True,True,True,False,1,4,0.01,0.01,LGNN_Net,keywords,False,2020-01-19 18:08:19,0.08,0.02,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.4624918352203231,0.4958982109841477,1.800975194093644,0.9813677371786313,0.9762489710289268,0.08043193328857745,0.5034681872788397,0.5446100568938452,1.272969190960092,0.41171901403262917,0.4574472862808289,1.937217121091075,2.0
673,opti_keywords-278,True,True,True,True,False,5,3,0.01,0.01,LGNN_Net,keywords,False,2020-01-19 20:31:02,0.16,0.04,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.586793763283558,0.5998373137977777,1.4190322218016727,0.8885079328132645,0.8983854940241858,0.35795385944788105,0.3955645442499477,0.4659430232995568,1.7169432124584327,0.5460433618557103,0.5650830719745279,1.5290707742014251,2.0
674,opti_keywords-83,True,True,True,True,False,2,3,0.01,0.01,LGNN_Net,keywords,False,2020-01-19 18:41:13,0.08,0.02,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.5143997962399519,0.5205809136238759,1.673954972228732,0.8312617132381298,0.8366699178718787,0.5612216360155906,0.5941821894273853,0.679745959272675,0.9307363335291616,0.4904950209114429,0.5055963983881364,1.7181204689260423,2.0
675,opti_keywords-353,True,True,True,True,False,6,3,0.01,0.01,LGNN_Net,keywords,False,2020-01-19 21:16:30,0.32,0.08,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.6352908263507194,0.6297592950810365,1.3179454903714776,0.7916781633633735,0.7780864792914476,0.7763491464274561,0.6050922416622461,0.6066067964107987,1.3215867935780792,0.5622075321040805,0.5731750655011295,1.521477456630508,2.0
676,opti_keywords-40,True,True,True,True,False,1,4,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 18:17:57,0.16,0.04,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.6789863147866736,0.6514963580706937,1.2797550967992155,0.9753883678507906,0.9681962277039169,0.11103463151089699,0.6175146092327183,0.6674070801384738,1.0847570132860116,0.6177572009131649,0.6029588134639221,1.4595234242525468,
677,opti_keywords-314,True,True,True,True,False,6,5,0.01,0.01,LGNN_Net,keywords,False,2020-01-19 20:51:46,0.04,0.01,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.3487254409620937,0.42136033595301675,1.9011131833502253,0.7176876344993839,0.7846772006009493,0.6592315099232366,0.3852299719283092,0.4955635950975153,1.1074482299215687,0.3224743371868148,0.39844889128166766,1.9849693153529895,2.0
678,opti_keywords-247,True,True,True,True,False,5,3,0.01,0.01,GAT_Net_fast,keywords,False,2020-01-19 20:14:06,0.04,0.01,0.6,nll,all,150,80,50,2,1.0,0.2,True,False,1433,7,0.5444625115429736,0.5263748752285394,1.727826744633084,1.0,1.0,0.0,0.461931527848748,0.5210770211653255,1.080129555082463,0.5317994098517512,0.5180314663398781,1.7486339250408,
680,opti_keywords-218,True,True,True,True,False,4,3,0.01,0.01,LGNN_Net,keywords,False,2020-01-19 19:59:03,0.16,0.04,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.6138532771182239,0.6079995357102915,1.4048702490930673,0.8952507027879268,0.8949548238510066,0.3748063916039266,0.44236401258456876,0.49914988881115513,1.5343196942826927,0.5692489075150197,0.5652461054393119,1.5509341255954778,2.0
682,opti_keywords_gcn-51,True,True,True,True,False,3,2,0.005,0.01,GCN_Net,keywords,False,2020-01-23 14:14:27,0.16,0.04,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.5474587829341278,0.5316257077907814,1.6253720446012592,0.7611853347454204,0.7298757958584142,0.9311001646197075,0.5325642960077649,0.5316503722588544,1.4205650473366487,0.5153931635816257,0.49903280728036264,1.7255228428066696,
683,opti_keywords-506,True,True,True,True,False,9,4,0.01,0.01,LGNN_Net,keywords,False,2020-01-19 22:44:11,0.08,0.02,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.5495262795774761,0.5417693755453855,1.6662623658204851,0.9668489812464738,0.964594983727296,0.1240358464059601,0.7290859281037018,0.7548465545058302,0.7139634086672388,0.510749545154072,0.5051190185477621,1.7924569515765412,2.0
685,opti_keywords_gcn-166,True,True,True,True,False,9,2,0.005,0.01,GCN_Net,keywords,False,2020-01-23 14:57:43,0.08,0.02,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.5586817455560289,0.5591290544687473,1.606384980650264,0.9777280662226817,0.975929134025847,0.08422209237478961,0.6645328135296625,0.6825413971705562,0.9232943219763174,0.5277363929330502,0.5272331537583524,1.71449636527867,
686,opti_keywords_lr-81,True,True,True,True,False,1,5,0.005,0.01,GCN_Net,keywords,False,2020-01-23 11:28:02,0.08,0.02,0.6,nll,all,150,80,100,1,,0.2,False,,1433,7,0.5290850604182594,0.5203118361262904,1.6748332663280585,0.8548004189941225,0.8410628227796766,0.5228764047304666,0.6627331083403439,0.6328586754617026,1.0364836752705822,0.47596399636889747,0.48176735600053583,1.8106587029252044,
