,name,save_logs,save_predictions,save_models,zip_models,verbatim,permutation,repetition,learning_rate,weight_decay,net,feature,skip,datetime,split_percentage_train,split_percentage_val,split_percentage_test,loss_function_type,loss_function_nclasses,early_stopping_min,early_stopping_wait,hidden_size,hidden_layers,dropout,batchnorm,in_feats,out_feats,Rand-Index_All ,Mutual Information_All ,Variation of Information_All ,Rand-Index_Train,Mutual Information_Train,Variation of Information_Train,Rand-Index_Val,Mutual Information_Val,Variation of Information_Val,Rand-Index_Test,Mutual Information_Test,Variation of Information_Test,num_heads,residual,radius
10,opti_nodeids-226,True,True,True,True,False,4,1,0.01,0.01,GAT_Net_fast,node_id,False,2020-01-20 10:47:49,0.32,0.08,0.6,nll,all,150,80,50,3,0.0,True,2708,7,0.7322867927463635,0.6962237503485548,1.1096808643873213,0.894632221459326,0.8937989877375325,0.3820357620730763,0.6698910994806468,0.6887940583483271,1.0850714391259055,0.6583653485512045,0.6221619989717476,1.3781784043177927,3.0,False,
11,opti_nodeids-18,True,True,True,True,False,1,2,0.01,0.01,GCN_Net,node_id,False,2020-01-20 01:46:22,0.08,0.02,0.6,nll,all,150,80,100,1,0.2,False,2708,7,0.4364200362016223,0.4359595221896973,2.0103341854050067,0.9828783489268684,0.9769147969218697,0.07852841238381814,0.6707657424851202,0.6526605931826774,0.9773594671913868,0.3742456720375419,0.38575211640788504,2.1858464989919204,,,
12,opti_nodeids-75,True,True,True,True,False,2,1,0.01,0.01,GCN_Net,node_id,False,2020-01-20 04:16:49,0.08,0.02,0.6,nll,all,150,80,100,1,0.2,False,2708,7,0.43493171849679113,0.44089442673824186,1.9362769619623519,0.917562850129841,0.9370241709096119,0.21468081495517488,0.4093043473865641,0.516647048357121,1.388446610722375,0.41345099508504674,0.4199492849028956,2.0072804749012185,,,
13,opti_nodeids-214,True,True,True,True,False,4,2,0.01,0.01,GAT_Net_fast,node_id,False,2020-01-20 10:16:43,0.16,0.04,0.6,nll,all,150,80,50,3,0.0,True,2708,7,0.5941406735031188,0.5699728084151633,1.573409830551865,0.9957862459064293,0.9936666424734419,0.02279319028489546,0.5215323687347915,0.5430055890996234,1.4531913145600854,0.5305907920583461,0.5157571956630825,1.768275921630413,3.0,False,
14,opti_nodeids-37,True,True,True,True,False,1,3,0.01,0.01,GAT_Net_fast,node_id,False,2020-01-20 02:42:22,0.16,0.04,0.6,nll,all,150,80,50,3,0.0,True,2708,7,0.5876627677705433,0.5571979808646561,1.6314293089563758,0.9962543592962018,0.9934201251016354,0.022962112463194906,0.5771852550389825,0.609301466565582,1.2693153158716157,0.5117179315593984,0.49216278596854834,1.8732766280617743,3.0,False,
15,opti_nodeids-406,True,True,True,True,False,7,1,0.01,0.01,GAT_Net_fast,node_id,False,2020-01-20 17:42:19,0.32,0.08,0.6,nll,all,150,80,50,3,0.0,True,2708,7,0.6321852306552727,0.608708432852677,1.4342930087081567,0.7232893664385576,0.7057966915567518,1.06452522736442,0.706531781770715,0.6499068575389443,1.199236858463054,0.5771769340093726,0.5662382766940938,1.588806318964059,3.0,False,
16,opti_nodeids-169,True,True,True,True,False,3,2,0.01,0.01,GAT_Net_fast,node_id,False,2020-01-20 08:32:25,0.32,0.08,0.6,nll,all,150,80,50,3,0.0,True,2708,7,0.7145829466551483,0.6791686676046482,1.1765495736258735,0.9542766326880148,0.939982722424826,0.21667847509203186,0.7322795969951704,0.7263803987331051,0.970875482251464,0.5991470862817875,0.5762383004079523,1.5485676793763319,3.0,False,
17,opti_nodeids-54,True,True,True,True,False,1,4,0.01,0.01,GCN_Net,node_id,False,2020-01-20 03:30:13,0.32,0.08,0.6,nll,all,150,80,100,1,0.2,False,2708,7,0.646209185671987,0.6271150119671338,1.360426617849945,0.8035184640233933,0.7773957007321232,0.8033104718500912,0.6809099892562076,0.6839249597988485,1.0559437304064856,0.5645312940883508,0.5605938615530317,1.6041638704954821,,,
18,opti_nodeids-109,True,True,True,True,False,2,2,0.01,0.01,GAT_Net_fast,node_id,False,2020-01-20 05:42:22,0.32,0.08,0.6,nll,all,150,80,50,3,0.0,True,2708,7,0.6763948675526581,0.6572646501447291,1.2595959405931163,0.8736858537173497,0.8684288691986978,0.4747550254964956,0.6352268062124207,0.621991386189921,1.3250350037500729,0.5850963092096962,0.584292432166406,1.529248738489429,3.0,False,
19,opti_nodeids-332,True,True,True,True,False,6,1,0.01,0.01,LGNN_Net,node_id,False,2020-01-20 14:51:15,0.16,0.04,0.6,nll,all,150,80,100,2,0.2,True,2708,7,0.32210351182897323,0.36429460573537714,2.0760764679594956,0.45967401846840306,0.52444961328003,1.5298755815630887,0.34613424898889317,0.33334950629451443,1.8310658682523462,0.2981187660994015,0.3434011488504427,2.1478422523397183,,,2.0
20,opti_nodeids-242,True,True,True,True,False,5,1,0.01,0.01,LGNN_Net,node_id,False,2020-01-20 11:26:05,0.04,0.01,0.6,nll,all,150,80,100,2,0.2,True,2708,7,0.09569366094697623,0.24927325754907634,2.012245633563207,0.36097531364573515,0.522820839716093,1.3197762105901956,0.0697792438467394,0.08029239205347137,1.8125335095958803,0.08929823476315957,0.24352022312599103,1.9923605728349727,,,2.0
21,opti_nodeids-443,True,True,True,True,False,8,3,0.01,0.01,LGNN_Net,node_id,False,2020-01-20 19:14:35,0.08,0.02,0.6,nll,all,150,80,100,2,0.2,True,2708,7,0.407971588817187,0.4282886584906556,1.950410598768953,0.4595503697789464,0.5134822721802346,1.5922229097948926,0.41640280253492856,0.4758703388201482,1.4397669704622493,0.40130393878389004,0.42197434381037946,1.9658663696974756,,,2.0
22,opti_nodeids-137,True,True,True,True,False,3,1,0.01,0.01,LGNN_Net,node_id,False,2020-01-20 07:04:06,0.08,0.02,0.6,nll,all,150,80,100,2,0.2,True,2708,7,0.21633764470536984,0.35639905362914076,1.962565139252769,0.3752071516745601,0.5300768855120078,1.4167046183629763,0.30999347246352726,0.45650125544650355,1.3086488864092551,0.20762493202622484,0.34132471490676325,1.9823924354460212,,,2.0
23,opti_nodeids-599,True,True,True,True,False,10,5,0.01,0.01,LGNN_Net,node_id,False,2020-01-21 01:36:54,0.32,0.08,0.6,nll,all,150,80,100,2,0.2,True,2708,7,0.5655314488251799,0.5710470382398081,1.530056247343198,0.8962711649058444,0.8718839863028963,0.46134510102518655,0.4319081311045081,0.4974447151348004,1.731936222508744,0.4397437865290659,0.46944959562100325,1.8559817522554523,,,2.0
24,opti_nodeids-4,True,True,True,True,False,1,2,0.01,0.01,GAT_Net_fast,node_id,False,2020-01-20 01:25:53,0.04,0.01,0.6,nll,all,150,80,50,3,0.0,True,2708,7,0.2884706915190688,0.33817348909040973,2.442918494356703,1.0,1.0,0.0,0.60028615645166,0.7393491962086719,0.5767085548361646,0.2617134953332588,0.31160341478288917,2.5439851809463967,3.0,False,
25,opti_nodeids-78,True,True,True,True,False,2,2,0.01,0.01,GCN_Net,node_id,False,2020-01-20 04:28:57,0.08,0.02,0.6,nll,all,150,80,100,1,0.2,False,2708,7,0.5116791625127878,0.5003359630456544,1.7846118241148872,0.9783384143577988,0.9762969813441607,0.08323418887113077,0.5526244291685121,0.636847448597719,1.0608342966724948,0.4955203895340791,0.4858578711589753,1.8318781092254421,,,
26,opti_nodeids-333,True,True,True,True,False,6,2,0.01,0.01,GCN_Net,node_id,False,2020-01-20 14:50:35,0.16,0.04,0.6,nll,all,150,80,100,1,0.2,False,2708,7,0.5444654410134712,0.5515242600351575,1.6010605513937466,0.9786865596150673,0.9745462885702103,0.0897525909109187,0.5190378912755215,0.49568659189380254,1.5443505872187573,0.46973512505402104,0.49296553349477285,1.8102570475457918,,,
27,opti_nodeids-510,True,True,True,True,False,9,1,0.01,0.01,GCN_Net,node_id,False,2020-01-20 21:57:11,0.16,0.04,0.6,nll,all,150,80,100,1,0.2,False,2708,7,0.5782110978266708,0.5783790043556435,1.501582399091872,0.9281537114830483,0.9114568484020025,0.31840969772115635,0.5131392045454545,0.5428546084103426,1.426052729951842,0.5155744690844436,0.5197375011880324,1.6925945848892188,,,
28,opti_nodeids-347,True,True,True,True,False,6,1,0.01,0.01,LGNN_Net,node_id,False,2020-01-20 15:25:48,0.32,0.08,0.6,nll,all,150,80,100,2,0.2,True,2708,7,0.4372900680483273,0.5092489811143803,1.6883451776726268,0.6532682039624982,0.7065455724620662,1.011331001209153,0.39503853393312155,0.45246256341890473,1.7178256624689554,0.3493607996711185,0.43721808887336616,1.923319740846855,,,2.0
29,opti_nodeids-422,True,True,True,True,False,8,1,0.01,0.01,LGNN_Net,node_id,False,2020-01-20 18:20:03,0.04,0.01,0.6,nll,all,150,80,100,2,0.2,True,2708,7,0.09838943896161463,0.24032029468966923,2.3991923876162664,0.9172946130144601,0.913964048658543,0.2727381111090854,0.17146080090242527,0.30831499325091705,1.4706070516840357,0.08091285626041085,0.21770405466843507,2.4312237055242045,,,2.0
30,opti_nodeids-177,True,True,True,True,False,3,5,0.01,0.01,GCN_Net,node_id,False,2020-01-20 08:37:27,0.32,0.08,0.6,nll,all,150,80,100,1,0.2,False,2708,7,0.7062261703413404,0.6810636501316149,1.1526056087588206,0.9479230250696118,0.9269335584059356,0.264013018870088,0.741783063820034,0.7299293589229511,0.9478751962859566,0.5917894692215672,0.5777669429169463,1.507006806491924,,,
31,opti_nodeids-270,True,True,True,True,False,5,1,0.01,0.01,GCN_Net,node_id,False,2020-01-20 12:20:20,0.16,0.04,0.6,nll,all,150,80,100,1,0.2,False,2708,7,0.5955216534758926,0.5685832065463101,1.5563674486242332,0.941778107497104,0.9330707777005752,0.23905068794718254,0.5001178408528272,0.572080378495658,1.4031994117691315,0.5392615317641128,0.5140749715993577,1.7368901266043952,,,
