,name,save_logs,save_predictions,save_models,zip_models,verbatim,permutation,repetition,learning_rate,weight_decay,net,feature,skip,datetime,split_percentage_train,split_percentage_val,split_percentage_test,loss_function_type,loss_function_nclasses,early_stopping_min,early_stopping_wait,hidden_size,hidden_layers,dropout,batchnorm,in_feats,out_feats,Rand-Index_All ,Mutual Information_All ,Variation of Information_All ,Rand-Index_Train,Mutual Information_Train,Variation of Information_Train,Rand-Index_Val,Mutual Information_Val,Variation of Information_Val,Rand-Index_Test,Mutual Information_Test,Variation of Information_Test,num_heads,residual,radius
150,opti_nodeids-432,True,True,True,True,False,8,5,0.01,0.01,GCN_Net,node_id,False,2020-01-20 18:46:15,0.04,0.01,0.6,nll,all,150,80,100,1,0.2,False,2708,7,0.3341894054691257,0.35742318931048556,2.151077541092705,0.8552115849236851,0.8901384497241521,0.3440659313609973,0.1996996996996997,0.22447973049611866,1.7645978168997298,0.3175120349946054,0.33923960204624887,2.1966087384806285,,,
151,opti_nodeids-449,True,True,True,True,False,8,5,0.01,0.01,LGNN_Net,node_id,False,2020-01-20 19:31:09,0.08,0.02,0.6,nll,all,150,80,100,2,0.2,True,2708,7,0.407971588817187,0.4282886584906556,1.950410598768953,0.4595503697789464,0.5134822721802346,1.5922229097948926,0.41640280253492856,0.4758703388201482,1.4397669704622493,0.40130393878389004,0.42197434381037946,1.9658663696974756,,,2.0
152,opti_nodeids-361,True,True,True,True,False,7,1,0.01,0.01,GAT_Net_fast,node_id,False,2020-01-20 16:06:19,0.04,0.01,0.6,nll,all,150,80,50,3,0.0,True,2708,7,0.41130866673898725,0.3880418445942732,2.232559311063601,1.0,1.0,0.0,0.38398692810457513,0.41908982544964785,1.3300562860241563,0.38025298833632676,0.3647461104500759,2.3108637755977095,3.0,False,
153,opti_nodeids-470,True,True,True,True,False,8,2,0.01,0.01,LGNN_Net,node_id,False,2020-01-20 20:19:04,0.32,0.08,0.6,nll,all,150,80,100,2,0.2,True,2708,7,0.6462712976936417,0.6232186320979627,1.3613344770359457,0.9581121343876334,0.9486384855108979,0.1869838077756314,0.5873429015236938,0.5683936845250965,1.4429708440437183,0.5157775855154706,0.5074516266672512,1.7619808430031147,,,2.0
154,opti_nodeids-28,True,True,True,True,False,1,5,0.01,0.01,GAT_Net_fast,node_id,False,2020-01-20 02:25:58,0.08,0.02,0.6,nll,all,150,80,50,3,0.0,True,2708,7,0.47831469236194146,0.4782442096068222,1.9291688552355344,1.0,1.0,0.0,0.7476811723238556,0.728646338859222,0.7757577186396443,0.4314052690163132,0.4420994776409187,2.0659045106140135,3.0,False,
155,opti_nodeids-465,True,True,True,True,False,8,1,0.01,0.01,GCN_Net,node_id,False,2020-01-20 19:56:32,0.32,0.08,0.6,nll,all,150,80,100,1,0.2,False,2708,7,0.6913605506247845,0.6747033568711547,1.1784750263512462,0.9523429194287736,0.9411667443441218,0.2141854414127904,0.681308230803048,0.6716940349450568,1.105338698291693,0.5730686352216775,0.573834411206555,1.5318027730425339,,,
156,opti_nodeids-100,True,True,True,True,False,2,4,0.01,0.01,GAT_Net_fast,node_id,False,2020-01-20 05:24:29,0.16,0.04,0.6,nll,all,150,80,50,3,0.0,True,2708,7,0.5731570745079173,0.5531971199537851,1.6360614339845192,0.8136841312312336,0.8380313929564335,0.568785615868614,0.5221807725346292,0.5299626449979524,1.5689905378467177,0.5217993871570666,0.5152690035303366,1.7772865004775888,3.0,False,
157,opti_nodeids-292,True,True,True,True,False,5,3,0.01,0.01,GAT_Net_fast,node_id,False,2020-01-20 13:22:04,0.32,0.08,0.6,nll,all,150,80,50,3,0.0,True,2708,7,0.7165957642252718,0.6837837353299506,1.1646234698441247,0.9242333504808949,0.9113092274034054,0.32411341475366395,0.6935245059641575,0.691510170669532,1.0674252279930823,0.6206368061836497,0.5959575393673285,1.4834649428488702,3.0,False,
158,opti_nodeids-248,True,True,True,True,False,5,3,0.01,0.01,LGNN_Net,node_id,False,2020-01-20 11:45:45,0.04,0.01,0.6,nll,all,150,80,100,2,0.2,True,2708,7,0.18083953348919393,0.2675088600286122,2.4167738114169137,0.9507157555889952,0.9551040075221668,0.14242650330858853,0.3377196206719106,0.31862832678762987,1.4952643329036328,0.16305703264146212,0.25711621054117095,2.402363777326597,,,2.0
159,opti_nodeids-286,True,True,True,True,False,5,1,0.01,0.01,GAT_Net_fast,node_id,False,2020-01-20 13:07:21,0.32,0.08,0.6,nll,all,150,80,50,3,0.0,True,2708,7,0.7113105076116438,0.6741325902120467,1.1863982213799655,0.9728998409955615,0.9613394884443016,0.14091978605893374,0.6989695915499886,0.680776270337157,1.0900736908486897,0.5929231034344113,0.5685415843841436,1.55876550236402,3.0,False,
160,opti_nodeids-522,True,True,True,True,False,9,5,0.01,0.01,GCN_Net,node_id,False,2020-01-20 22:19:20,0.16,0.04,0.6,nll,all,150,80,100,1,0.2,False,2708,7,0.581205926841232,0.5685175484666023,1.5608934719255383,0.9742877917496071,0.9688244736535802,0.1126220005263967,0.5431883837976557,0.5663071987665376,1.3853039462262462,0.5130246927404908,0.5040043435844295,1.7825345529011396,,,
161,opti_nodeids-385,True,True,True,True,False,7,4,0.01,0.01,GAT_Net_fast,node_id,False,2020-01-20 17:02:15,0.08,0.02,0.6,nll,all,150,80,50,3,0.0,True,2708,7,0.5522427428352248,0.5377688247716296,1.7007566051376453,0.9131029214336301,0.9112631385986528,0.29561372469130687,0.742933856858273,0.7197620244338567,0.7815661451502369,0.5092490601339363,0.5101232582018077,1.8003218861708807,3.0,False,
162,opti_nodeids-274,True,True,True,True,False,5,2,0.01,0.01,GAT_Net_fast,node_id,False,2020-01-20 12:35:27,0.16,0.04,0.6,nll,all,150,80,50,3,0.0,True,2708,7,0.5890565083165403,0.5698930135936717,1.560144782655954,1.0,1.0,0.0,0.48431936933276953,0.5277505030773166,1.5542150960440586,0.5099074715319878,0.5004703134087053,1.8001616289412607,3.0,False,
163,opti_nodeids-514,True,True,True,True,False,9,2,0.01,0.01,GAT_Net_fast,node_id,False,2020-01-20 22:12:58,0.16,0.04,0.6,nll,all,150,80,50,3,0.0,True,2708,7,0.6041185220964431,0.5768961039838697,1.555190260243065,0.9696653782254931,0.9677645304515686,0.1162143698330178,0.6055444071159614,0.6029968266635347,1.2972046954669403,0.5366429856724761,0.5136587301803682,1.7815020780220485,3.0,False,
164,opti_nodeids-536,True,True,True,True,False,9,4,0.01,0.01,LGNN_Net,node_id,False,2020-01-20 23:12:42,0.32,0.08,0.6,nll,all,150,80,100,2,0.2,True,2708,7,0.38019906357326144,0.4774061365432673,1.7531332656142986,0.47029604527797303,0.596189224904972,1.3736989392555148,0.41147276166427826,0.44548424186126545,1.7475112849848755,0.33435956618714957,0.4312942560146704,1.8770164372970224,,,2.0
165,opti_nodeids-486,True,True,True,True,False,9,3,0.01,0.01,GCN_Net,node_id,False,2020-01-20 21:02:48,0.04,0.01,0.6,nll,all,150,80,100,1,0.2,False,2708,7,0.3054996901306076,0.39435562254724116,2.0560382226512246,1.0,1.0,0.0,0.390625,0.4161582381348073,1.3166447882255463,0.2838278877327498,0.3815695309093852,2.0733225391756482,,,
166,opti_nodeids-52,True,True,True,True,False,1,3,0.01,0.01,GAT_Net_fast,node_id,False,2020-01-20 03:30:12,0.32,0.08,0.6,nll,all,150,80,50,3,0.0,True,2708,7,0.7213539985629062,0.6825285955466154,1.1665447862160359,0.9632832673985864,0.9398080662546378,0.21658498571222884,0.7370574941793114,0.7304381904226476,0.9197362623116483,0.6001868391963583,0.5815578410170852,1.5428836061434188,3.0,False,
167,opti_nodeids-291,True,True,True,True,False,5,3,0.01,0.01,GCN_Net,node_id,False,2020-01-20 13:08:33,0.32,0.08,0.6,nll,all,150,80,100,1,0.2,False,2708,7,0.715357796234896,0.68524753587009,1.1461492271355396,0.925498151762368,0.9126908021195772,0.31920928184724984,0.6987181831974545,0.6773820506468996,1.0992693160020437,0.6186076966229874,0.5943081583224805,1.4636743945245647,,,
